,JobId,JobTitle,Company,CompanyAddress,CountryCode,JobType,JobIndustry,JobLevel,SalaryFrom,SalaryTo,Roles,Requirements,JobSite,JobTags,URL
205,1512,Research Assistant / Research Engineer / Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,21 LOWER KENT RIDGE ROAD 119077,SG,"Contract, Full Time","Engineering, Sciences / Laboratory / R&D",Non-executive,"$2,833","to$5,667","Roles & Responsibilities
NUS currently has a Research Assistant / Research Engineer / Research Fellow position at the Learning and Vision lab found within the department of Electrical and Computer Engineering (ECE).
  The successful applicant is required to
Develop modern deep learning model with attention to mechanism and applications of computer vision tasks (e.g., image classification, segmentation)
Be part of the deep learning with attention to project and lead the project in the development of efficient and novel neural attention model for computer vision applications
Able to detect and resolve challenging problems arising from the design of deep attention models","Requirements
A recognised Bachelor / Master's / PhD degree from a reputable university in the areas of Computer Science, Electrical Engineering, with a focus in machine learning and/or computer vision
Applicants must have records of publication accomplishment in top computer vision or machine learning conferences such as CVPR/ ECCV/ ICCV/ ICML & NIPS
Good knowledge in computer vision and deep learning
Passion for working on cutting-edge technologies
Self-motivated and independent
Good problem solving skills
Good written and spoken skills
Able to plan and organize well and adhere to deadlines
Open to fixed term contract",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/research-assistant-research-engineer-research-fellow-national-university-singapore-f0a0e17822ac43740c2f213d94978165
206,1513,Machine learning developer,SAP ASIA PTE. LTD.,"MAPLETREE BUSINESS CITY, 30 PASIR PANJANG ROAD 117440",SG,Permanent,Information Technology,Professional,"$5,000","to$10,000","Roles & Responsibilities
PURPOSE AND OBJECTIVES
The SAP New Ventures & Technologies is a strategic innovation entity within SAP, combining software engineering excellence with thought leadership and entrepreneurial spirit. Across various focus clusters and by building on strong teams, we pioneer game-changing solutions in close collaboration with startups, customers & partners in industry and research as well as with other SAP units. To ensure a successful go-to-market, we follow an end-to-end responsibility approach. By exploring unconventional ideas and developing inspiring proofs of concept, we push the state of the art in computer science and its applied fields to provide SAP with foresight into future trends.
As a Developer for machine learning you will work in a team of experienced researchers, data scientists and application developers taking on challenges posed by the SAP customers and product units. You will have the chance to work with the richest data sets available in the world addressing real-world problems. Your primary goal will be to implement state-of-the-art algorithms and to develop new approaches and technologies for deriving value from our customers’ data. You will have a chance to select and implement the best technologies and approaches based on your own experience, judgment, and experimentation results. This role combines (1) experience with machine learning and deep learning (2) practical knowledge of working with scalable platforms for processing of huge data sets (3) ability to understand the data, associated processes and business implications, (4) scaling from minimum viable product up to shippable production code, and (5) build and maintaining innovative new products from the ground-up.
SAP Machine Learning team in Singapore provides an open, modern working environment and the opportunity to become part of the global SAP community.
EXPECTATIONS AND TASKS
As part of the Machine Learning team, you will work together with a team of dedicated experts including researchers, developers, devops engineers and architects with a single goal of building best machine learning pipelines for a variety of use cases spanning commerce, financial markets, and procurement. You will work against fixed timelines and your success will be measured by the ability to deliver solutions matching the performance of top notch research prototypes. Your tasks include:
• Push the frontiers of what is possible in the area of machine learning so as to create new solutions
• Explore, understand, and implement most recent algorithms and approaches for supervised and unsupervised machine learning and deep learning
• Comfortably handle multi-terabyte data sets in scale-up and scale-out environments
• Understand business processes which create and consume data to be able to select best approaches, evaluate their performance and assess business relevance
• Create excellence both in terms of results quality and system scalability through continuous evaluation, analysis and refinement of the system implementation
• Communicate the relevance of implemented systems and achieved results in a visual and consistent way
• Work closely with the team (product owner, designers and other developers) and customers to holistically understand business and user requirements and derive adequate application development concepts
• Performing quality assurance tasks
• Working together with partners and customers
• Solve complex integration issues
• Ability to work in global teams with different time zones
• Immerse yourself quickly into new topics, terminology and development tasks
  ","Requirements
WORK EXPERIENCE
At least 3 years of experience in deep learning / machine learning / data science development projects with a focus on innovation. At least 2 years of hands-on experience in building machine learning-based products. Proficient knowledge and track record of applying modern deep learning concepts.
Your application documents should contain a cover letter reviewing your experiences and your interest, your CV, copies of your degrees (university, apprenticeship, high school) and copies of references from your former employers (if available).
EDUCATION AND QUALIFICATION / SKILLS AND COMPETENCIES
You are a self-starter, goal-oriented, striving for perfection. As an ideal candidate you will demonstrate a proven track record in development of large-scale machine learning / deep learning pipelines and combine it with curiosity for exploring of new use case and applications of machine learning / deep learning to domains spanning processing of video, structured and unstructured data. Ideally you bring breadth across all verticals (image, text, structured / time series data) with a depth in one of them.
Required
• Degree in Computer Science, Data Science, Mathematics, Statistics, Operations Research or related field
• Track record of developing novel learning algorithms and/or systems
• Proficiency in handling of multi-terabyte datasets in big data frameworks
• Experience with Machine and Deep Learning software packages & libraries such as Caffe, Torch, Theano, TensorFlow, Scikit-learn, DeepLearning4j etc; programming languages such as Python, C++, Java, Scala etc.
• Ability to visualize data and present core insights in a clear and compelling way
• Strong desire to overcome obstacles and make your work benefit SAP's customers
• Ability to understand business processes and drive to solve business problems
• Excellent written and communication skills in English language
Optional
• Publication track record on deep learning / machine learning
• Post-Graduate or PhD degree in Computer Science, Mathematics, Statistics, Operations Research or related field",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/machine-learning-developer-sap-asia-2b516ffbf993f639b4841adacc9a96b3
207,1514,Project Officer,NANYANG TECHNOLOGICAL UNIVERSITY,"NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798",SG,"Contract, Full Time",Sciences / Laboratory / R&D,Professional,"$2,800","to$4,000","Roles & Responsibilities
The Delta-NTU Corporate Laboratory for Cyber-Physical Systems was jointly established by the School of Electrical and Electronic Engineering (EEE) at Nanyang Technological University (NTU) and Delta Electronics
The Corp Lab aims to create business value through collaborative commercialization of translational research and industrial development.  The successful candidates will conduct research and development work related to Smart Manufacturing. The candidates are expected to contribute in effort targets pave new solution business in Smart Manufacturing in the Asia Pacific Region.
Established in 1981, the SCHOOL OF ELECTRICAL AND ELECTRONIC ENGINEERING (EEE) http://www.eee.ntu.edu.sg is one of the founding Schools of the Nanyang Technological University. Built on a culture of excellence, the School is renowned for its high academic standards and research. With more than 150 faculty members and an enrolment of more than 4,000, of which about 1,000 are graduate students, it is one of the largest EEE schools in the world and ranks 12th in the field of Electrical & Electronic Engineering in the 2018 QS World University Rankings by Subjects.
Delta Electronics was founded in 1971 and is a global leader in Power Electronics, Energy Management and Smart Green Life, with over 50 R&D sites globally and more than 5,000 R&D engineers.
Job Responsibilities:
You will be conducting development in the area of user modelling and recommender systems. Specifically, it is an industry funded project and you will be working closely together with the team in NTU and a world-wide reputable company.
You will be designing and developing recommender systems with the advanced Artificial Intelligence and Machine Learning techniques like deep learning, in the application domain of learning and education.","Requirements
Bachelor’s degree in CS or a related discipline;
Excellent programming skills, and good knowledge and experience on Software Engineering are an asset;
Excellent English writing and speaking skills.
Application Procedure:
Interested candidates please send your CV/resume, a list of publications with relevant journal impact factors, a list of at least 2 references, and all relevant academic certificates to:
 
Asst Prof Zhang Jie
School of Computer Science and Engineering
Nanyang Technological University
50 Nanyang Avenue
Block N4-02c-100
Singapore 639798
 
Email Address for E-mailed Applications: ZHANGJ@NTU.EDU.SG

Electronic submission of application is highly encouraged.
 
We regret that only shortlisted candidates will be notified.
 ",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/project-officer-nanyang-technological-university-0c63ca1a3a6389021f1c0943466fb411
208,1515,Research Associate,NANYANG TECHNOLOGICAL UNIVERSITY,"NANYANG TECHNOLOGICAL UNIVERSITY, 50 NANYANG AVENUE 639798",SG,"Contract, Full Time",Sciences / Laboratory / R&D,Professional,"$3,200","to$4,500","Roles & Responsibilities
The Delta-NTU Corporate Laboratory for Cyber-Physical Systems was jointly established by the School of Electrical and Electronic Engineering (EEE) at Nanyang Technological University (NTU) and Delta Electronics 
The Corp Lab aims to create business value through collaborative commercialization of translational research and industrial development.  The successful candidates will conduct research and development work related to Smart Manufacturing. The candidates are expected to contribute in effort targets pave new solution business in Smart Manufacturing in the Asia Pacific Region.
Established in 1981, the SCHOOL OF ELECTRICAL AND ELECTRONIC ENGINEERING (EEE) http://www.eee.ntu.edu.sg is one of the founding Schools of the Nanyang Technological University. Built on a culture of excellence, the School is renowned for its high academic standards and research. With more than 150 faculty members and an enrolment of more than 4,000, of which about 1,000 are graduate students, it is one of the largest EEE schools in the world and ranks 12th in the field of Electrical & Electronic Engineering in the 2018 QS World University Rankings by Subjects.
Delta Electronics was founded in 1971 and is a global leader in Power Electronics, Energy Management and Smart Green Life, with over 50 R&D sites globally and more than 5,000 R&D engineers.
  Job Responsibilities:
You will be conducting research and development in the area of user modelling and recommender systems. Specifically, it is an industry funded project and you will be working closely together with the team in NTU and a world-wide reputable company.
You will be researching, designing and developing recommender systems with the advanced Artificial Intelligence and Machine Learning techniques like deep learning, in the application domain of learning and education. The salary is highly competitive. 
 ","Requirements
Master degree in CS or a related discipline;
Sufficient research and development experience in user modelling and recommender system;
Excellent programming skills, and good knowledge and experience on Software Engineering are an asset;
Excellent English writing and speaking skills.
  Application Procedure:
Interested candidates please send your CV/resume, a list of publications with relevant journal impact factors, a list of at least 2 references, and all relevant academic certificates to:
  Asst Prof Zhang Jie
School of Computer Science and Engineering
Nanyang Technological University
50 Nanyang Avenue
Block N4-02c-100
Singapore 639798
  Email Address for E-mailed Applications: ZHANGJ@NTU.EDU.SG
Electronic submission of application is highly encouraged.
  We regret that only shortlisted candidates will be notified.",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/research-associate-nanyang-technological-university-5c57544afb8f91204231595e3dd8d067
209,1516,"Strategic Account Manager (HW-SW Integration), I2R (A*STAR)",A*STAR RESEARCH ENTITIES,"UOB PLAZA, 80 RAFFLES PLACE 048624",SG,"Contract, Full Time",Sciences / Laboratory / R&D,Professional,"$4,500","to$9,000","Roles & Responsibilities
The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualisation solutions. For more information about I²R, please visit www.i2r.a-star.edu.sg

Successful candidate will take on the following roles:
Manage the software-hardware integration drives for key strategic accounts across various industry domains to successfully implement the RND engagements with systematic documentations
  Demonstrate ability to integrate technical, business, industry development management, contract/legal operations, and intellectual property terms & conditions from related groups into one effective stream of engagement strategy across varying industry partners' needs in very dynamically changing environments
  Serve as the primary point of contact & resolution driver between Institute with EDB, NRF, and act as the liaison between agencies/industries/internal teams
  Manage and achieve assigned strategic account objectives via ensuring execution of Institute’s strategies, objectives and goals, including:
Lead strategic planning, proposal process, and funding application preparation for key thrusts
Strategic business trip planning and organization
  Must possess proven record in driving similar success cases in the current role, preferentially with strong advanced manufacturing & semiconductor hardware comprehension and show drives toward integrating artificial intelligence, machine-learning, data-analytics, and deep-learning intelligence into his/her progressive career growth and strong interest into the future.  Needs to understand the complex Singapore government various funding mechanisms with industry partners, balancing the needs from different entities (ASTAR, EDB, NRF) into the institute engagement role with successful cases.","Requirements
PhD in related hardware or software focus, preferentially with advanced semiconductor manufacturing background
Minimum 5 years of relevant work experience
Demonstrated keen industry benchmarking capabilities through various resources
Independent driver with strong team working methodology
Strong communication skills in both written, presentation, and negotiating environments with both working, management, and executive levels of interactions to drive similar success with planned regular visits to industry partners in his/her role till date
The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/strategic-account-manager-i2r-astar-research-entities-99112b506e4b812aa7c88ab037740b34
210,1517,Scientist (Data Analytics) / I2R (A*STAR),A*STAR RESEARCH ENTITIES,"UOB PLAZA, 80 RAFFLES PLACE 048624",SG,"Contract, Full Time",Sciences / Laboratory / R&D,Professional,"$4,500","to$9,000","Roles & Responsibilities
About the Institute for Infocomm Research (I²R)
The Institute for Infocomm Research (I²R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore’s largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg
We are looking for a data scientist who can contribute on data analytics research projects. In particular, we may collaborate with the successful candidate to establish research milestones in applying deep learning for natural language processing and/or in synergistically integrating text analytics with other data analytics (e.g. vision, audio, financial data, user profiles, geo-temporal data, knowledge base) for heterogeneous data analytics.
Deliver results: Develop new technologies, improve performance
Demonstrate long-term vision, while effectively supporting short-term goals","Requirements
PhD in computer science or other related fields
Expertise in the areas of natural language processing, text mining, deep learning, machine learning, and/or knowledge-based data analytics
Excellent team player
Good interpersonal and communication skills
The above eligibility criteria are not exhaustive. A*STAR may include additional selection criteria based on its prevailing recruitment policies. These policies may be amended from time to time without notice. We regret that only shortlisted candidates will be notified.",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/scientist-i2r-astar-research-entities-9234a1c7986d5db70045716e21d87427
211,1518,"Senior Manager, Machine Learning",LAZADA SOUTH EAST ASIA PTE. LTD.,"AXA TOWER, 8 SHENTON WAY 068811",SG,Full Time,Information Technology,Manager,"$7,000","to$10,500","Roles & Responsibilities
Bachelor's or Master's degree preferably in computer science or related field
Understanding of machine learning algorithms, deep learning and big data processing tools
Exposure to big data tools like Hive, Spark, Map Reduce
Proven work experience delivering software projects preferably server side or backend development
Solid understanding of data structures and algorithms, concepts like concurrency, no-sql databases etc.
2+ years of experience in Java. Good understanding of Python and SQL
Understanding of object oriented programming and design concepts 
Team Introduction
Lazada is the number one online shopping & selling destination in Southeast Asia – present in Indonesia, Malaysia, the Philippines, Singapore, Thailand and Vietnam. Lazada helps more than 80,000 local and international sellers as well as 2,500 brands serve the 560 million consumers in the region through its marketplace platform, supported by a wide range of tailored marketing, data, and service solutions. Lazada offers an excellent customer experience through a wide network of logistics partners and its own first- and last-mile delivery arm.
Job Description
Work closely with data scientists to productionize machine learning models and build highly scalable APIs
Build or customize machine learning models to suit the project requirements
Build data pipelines using big data tools to ensure timely data delivery for your projects
Collaborate with team members to build reusable components and improve software engineering practises in the team","Requirements
Bachelor's or Master's degree preferably in computer science or related field
Understanding of machine learning algorithms, deep learning and big data processing tools
Exposure to big data tools like Hive, Spark, Map Reduce
Proven work experience delivering software projects preferably server side or backend development
Solid understanding of data structures and algorithms, concepts like concurrency, no-sql databases etc.
2+ years of experience in Java. Good understanding of Python and SQL
Understanding of object oriented programming and design concepts ",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/senior-manager-machine-learning-lazada-south-east-asia-8bdd8abe1e2ce3594e9428705652db02
212,1519,JR0089023 Software Development Intern (Open),INTEL MOBILE COMMUNICATIONS SOUTH EAST ASIA PTE. LTD.,,SG,Internship,Information Technology,Non-executive,"$1,600","to$3,000","Roles & Responsibilities
You will be responsible for path finding and proof of concept for software projects related to internet of things (IoT) and cloud AI analytic for state-of-the-art embedded communication system.

What you will learn:
Opportunities to participate in a full software development life cycle, from path finding, prototyping, planning, to executing and testing.
Apply state-of-the-art deep learning technology to implement AI analytics for automatic bug classification and anomaly detection
Participate in end-to-end IOT development, including firmware, backend (NodeJS) and frontend (ReactJS) for advanced device management and automation.
Gain C/C++ advance programming experience from industry professionals.
Experience working in a multinational environment across different geographies.
Gain insights into software and platform development processes.","Requirements
Bachelor's Degree in Computer Engineering, Electronic/Electrical Engineering or Computer Science.
-Applicants should have excellent analytical and computing skills.
-C/C++/Assembly programming skills in either Windows or Linux development/ environment.
-Strong in scripting languages, JS, Python, Perl.
-Passionate and motivated to learn about Mobile/IoT embedded system development",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/jr0089023-software-development-intern-intel-mobile-communications-south-east-asia-9b766a1bd4b22631a1832c83756f6727
213,1520,Research Associate,COMPANY UNDISCLOSED,,SG,"Contract, Full Time",Engineering,"Professional, Executive","$3,400","to$3,900","Roles & Responsibilities
A Research Associate position is available in the School of Civil and Environmental Engineering, Nanyang Technological University, Singapore.
The Research Associate (RA) shall take charge of research & developments on projects in the area of road safety in Singapore, with focus on risk assessment and prediction. The RA will develop advanced mathematical models, and deep learning algorithms to create scalable solutions for accident risk prediction, and sophisticated algorithms to solve complex optimisation problems. The RA shall design and implement a real-time decision support toolbox for risk prediction, including efficient video-based data collection by computer vision.
Apart from working on technical aspects of research projects, he/she will also take charge of general matters for the projects, including data extraction and analysis, writing project reports, doing industry presentations, organising and conducting field surveys, managing part-time undergraduate student assistants, and liaising with public on transport-related issues.               ","Requirements
Bachelor and Master degrees in Transport Studies (transportation engineering / transport management) or equivalent field
Possess strong skills in machine learning such as deep learning (TensorFlow, PyTorch)
Knowledge of computer vision
Knowledge of programming languages including Matlab, Python
Have publications in high-tier journals on road accident risk assessment and prediction
Strong public relation skills in engaging the public during surveys of transport-related issues
Be willing to do data collection beyond office hours (field surveys mostly 2pm-9pm period)
Fluency in English is mandatory
> 3 years’ research experience in road safety analytics, particularly on accident risk prediction",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/research-associate-de08106b3f6f90428fbb5c2a02a6b88e
214,1521,AI Engineer [Machine learning / Deep Learning / NLP / Computer science,THE SUPREME HR ADVISORY PTE. LTD.,"AZ @ PAYA LEBAR, 140 PAYA LEBAR ROAD 409015",SG,Full Time,Engineering,Senior Executive,"$4,000","to$6,000","Roles & Responsibilities
- Establish scalable, efficient, automated processes for model development, model validation, model implementation and large-scale data analysis
- Work with machine learning / deep learning technology in modelling and stimulation of complex business phenomena
- Apply expertise in machine learning / deep learning / NLP to develop systems to the analysis of text datasets
- Explore new technologies especially open source suitable for big data implementation
- Identify what data is available and relevant for problem solving
- To schedule and monitor all projects in charge
- Collaborate and communicate with management, internal, and external partners regarding analysis results, methodologies, project progress, and issue resolution
- Provide guidance and mentoring to less-experienced team members","Requirements
Dylan Then Reg No: R1878687
The Supreme HR Advisory Pte Ltd EA No: 14C7279",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/ai-engineer-machine-learning-deep-learning-nlp-computer-science-supreme-hr-advisory-a3a2b05080c9a699a906c277f40aa173
215,1522,R&D Engineer,PANASONIC R&D CENTER SINGAPORE,202 BEDOK SOUTH AVENUE 1 469332,SG,Full Time,Sciences / Laboratory / R&D,Executive,"$3,800","to$5,500","Roles & Responsibilities
                                                                                        Panasonic
                                                                            Enriching Lives Through
                                                                       INNOVATION & TECHNOLOGY
Going beyond just providing good products, we at Panasonic are firmly entrenched in the brief of delivering ideas that will provide a profound impact on people’s lives around the world. At the forefront of this endeavor is ensuring that our ideas are allied with the relentless pursuit of reaching new heights of excellence when it comes to pushing the boundaries of innovation. This allows us to focus on enriching the present and enhancing the future for societies throughout the globe.
We invite enthusiastic and dedicated individuals to join us as:
R&D Engineer / Senior Engineer (Image Processing, 3D, Robotics, Deep Learning)
Responsibilities:
Research novel image processing and 3D algorithms by using Deep Learning.
Develop new innovative solutions for real business use cases.
Give good technical presentations at international conferences.","Requirements
Requirements:
Good Bachelor/Master/PhD Degree in Electronics/Electrical/Computer Engineering, Computer Science or related discipline;
Good knowledge and rich experience with proven research & development results in image processing/3D technology and robotics (for example camera calibration, multi-view stereo, 3D rendering, texture mapping, visual odometry, SLAM, SfM, 3D compression); and preferably with publications in top-tier journals or conferences; Experience in Deep Learning for image processing and 3D applications is a plus.
Proficient in C/C++ programming skills; Experience in Robot Operating System (ROS) programming is a plus;
Excellent interpersonal, verbal and written communication skills;
Highly motivated, competitive, self-confident;
Enjoy traveling overseas.
Please write in or e-mail indicating both the job title and job area, with a complete resume and academic transcripts by 31 Dec 2018, giving full details of your background, experience, career objectives, current and expected salaries, contact number(s) together with a recent non-returnable photograph to:
                                                             PANASONIC R&D CENTER SINGAPORE
                                                      202 Bedok South Avenue 1 #02-11 Singapore 469332
                                                              E-mail:  prdcsg.ctg@sg.panasonic.com
                                                     Website:  http://www.prdcsg.panasonic.com.sg/
                                                    (We regret that only shortlisted candidates will be notified.)",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/rd-engineer-panasonic-rd-center-singapore-2db1f2bb194263729486e4a08a5e1961
216,1523,Research Engineer / Research Fellow,NATIONAL UNIVERSITY OF SINGAPORE,21 LOWER KENT RIDGE ROAD 119077,SG,"Contract, Full Time","Engineering, Sciences / Laboratory / R&D",Non-executive,"$46,800","to$78,000","Roles & Responsibilities
The Department of Electrical and Computer Engineering (ECE) at the National University of Singapore has available positions for Research Engineer / Research Fellow. We are looking for enthusiastic applicants who are keen to work on information theory, statistical signal processing, machine learning, and its intersection.
Specifically the topics will include:
Fundamental performance limits (and algorithms) for dictionary learning (e.g., matrix factorization), ranking, and deep learning architectures
Learning in the presence of privacy constraints
Learning in the large alphabet regime
Learning of graphical models and other statistical models
Working on traditional topics in Shannon's information theory of interest to the PI will also be highly encouraged.
Specifically the topics will include:
Multi-user information theory
Strong converse and second-order asymptotic
Error exponent analysis and the method of types
Information-theoretic security
Quantum information","Requirements
A recognised Degree / PhD in Engineering discipline such electrical engineering, computer science, applied mathematics.
Applicants should have records of publication accomplishment in the areas of information theory, signal processing, or machine learning.
Able to plan and organize well and adhere to deadlines.
Position and salary offered will commensurate with applicant’s experience and background.
Interested applicants may visit http://www.ece.nus.edu.sg/stfpage/vtan/ for more information.
Graduating PhD students in their final term are welcome to apply.",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/research-engineer-research-fellow-national-university-singapore-42f06448480c302f20c920e42f154750
217,1524,"Vice President, Data Science",LAZADA SOUTH EAST ASIA PTE. LTD.,"AXA TOWER, 8 SHENTON WAY 068811",SG,Full Time,Information Technology,Middle Management,"$9,000","to$13,000","Roles & Responsibilities
Team Introduction
Lazada is the number one online shopping & selling destination in Southeast Asia – present in Indonesia, Malaysia, the Philippines, Singapore, Thailand and Vietnam. Lazada helps more than 80,000 local and international sellers as well as 2,500 brands serve the 560 million consumers in the region through its marketplace platform, supported by a wide range of tailored marketing, data, and service solutions. Lazada offers an excellent customer experience through a wide network of logistics partners and its own first- and last-mile delivery arm.
Job Description
As a Lazada data scientist, you will face different challenges. You will be applying different techniques such as deep learning, reinforcement learning, natural language processing and operational research to solve real world problems. You will be:
Responsible for recommendation frameworks and algorithms for products, product topics, sellers, and feeds stream by item quality control and online personalization.
Responsible for developing audience, content and bidding algorithms for digital marketing on channels, and help engage our customers better by notifications.
Responsible for campaign operation algorithms for seller and product recruiting, product scheduling, stock prediction, pricing strategy, and onsite recommendations.
Responsible for ecommerce knowledge representations, quality controlling and caring for product, category, seller and reviews; natural language processing for opinion mining and text generation.","Requirements
At least two years relevant working experience;
Masters or PhD degree in computer science, operations research, statistics, mathematics, or equivalent fields;
Solid theoretical foundations and industry experiences in machine learning, natural language processing, personalized search & recommendation, user/seller behavior modeling, sales prediction, knowledge graph and representation, marketing algorithm, large scale data analysis/platforms;
Expertise in deep learning, reinforcement learning, explore & exploit algorithms, control theory is preferred;
Experience in machine learning libraries such as Tensorflow, Keras, Theano, etc;
Solid programming skills in SQL, Java, Python and Scala;
Passionate about technology, demonstrate ability to generate new ideas and innovations; excellent in self-learning, problem analyzing and solving; work independently, proactive, strong teamwork spirit;
Good interpersonal and communication skills, including the ability to describe the logic and implications of a complex model to stakeholders. ",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/vice-president-data-science-lazada-south-east-asia-8f9daa815a0c6f115f3c587b3f824842
218,1525,"Senior Manager, Data Science",LAZADA SOUTH EAST ASIA PTE. LTD.,"AXA TOWER, 8 SHENTON WAY 068811",SG,Full Time,Information Technology,Manager,"$7,000","to$10,500","Roles & Responsibilities
Team Introduction
Lazada is the number one online shopping & selling destination in Southeast Asia – present in Indonesia, Malaysia, the Philippines, Singapore, Thailand and Vietnam. Lazada helps more than 80,000 local and international sellers as well as 2,500 brands serve the 560 million consumers in the region through its marketplace platform, supported by a wide range of tailored marketing, data, and service solutions. Lazada offers an excellent customer experience through a wide network of logistics partners and its own first- and last-mile delivery arm.
Job Description
As a Lazada data scientist, you will face different challenges. You will be applying different techniques such as deep learning, reinforcement learning, natural language processing and operational research to solve real world problems. You will be:
Responsible for recommendation frameworks and algorithms for products, product topics, sellers, and feeds stream by item quality control and online personalization.
Responsible for developing audience, content and bidding algorithms for digital marketing on channels, and help engage our customers better by notifications.
Responsible for campaign operation algorithms for seller and product recruiting, product scheduling, stock prediction, pricing strategy, and onsite recommendations.
Responsible for ecommerce knowledge representations, quality controlling and caring for product, category, seller and reviews; natural language processing for opinion mining and text generation.","Requirements
At least two years relevant working experience;
Masters or PhD degree in computer science, operations research, statistics, mathematics, or equivalent fields;
Solid theoretical foundations and industry experiences in machine learning, natural language processing, personalized search & recommendation, user/seller behavior modeling, sales prediction, knowledge graph and representation, marketing algorithm, large scale data analysis/platforms;
Expertise in deep learning, reinforcement learning, explore & exploit algorithms, control theory is preferred;
Experience in machine learning libraries such as Tensorflow, Keras, Theano, etc;
Solid programming skills in SQL, Java, Python and Scala;
Passionate about technology, demonstrate ability to generate new ideas and innovations; excellent in self-learning, problem analyzing and solving; work independently, proactive, strong teamwork spirit;
Good interpersonal and communication skills, including the ability to describe the logic and implications of a complex model to stakeholders. ",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/senior-manager-data-science-lazada-south-east-asia-047ce7e7fe4185a62c7d39cbe1ea6741
219,1526,"Manager, Data Science",LAZADA SOUTH EAST ASIA PTE. LTD.,"AXA TOWER, 8 SHENTON WAY 068811",SG,Full Time,Information Technology,Manager,"$6,000","to$9,000","Roles & Responsibilities
Team Introduction
Lazada is the number one online shopping & selling destination in Southeast Asia – present in Indonesia, Malaysia, the Philippines, Singapore, Thailand and Vietnam. Lazada helps more than 80,000 local and international sellers as well as 2,500 brands serve the 560 million consumers in the region through its marketplace platform, supported by a wide range of tailored marketing, data, and service solutions. Lazada offers an excellent customer experience through a wide network of logistics partners and its own first- and last-mile delivery arm.
Job Description
As a Lazada data scientist, you will face different challenges. You will be applying different techniques such as deep learning, reinforcement learning, natural language processing and operational research to solve real world problems. You will be:
Responsible for recommendation frameworks and algorithms for products, product topics, sellers, and feeds stream by item quality control and online personalization.
Responsible for developing audience, content and bidding algorithms for digital marketing on channels, and help engage our customers better by notifications.
Responsible for campaign operation algorithms for seller and product recruiting, product scheduling, stock prediction, pricing strategy, and onsite recommendations.
Responsible for ecommerce knowledge representations, quality controlling and caring for product, category, seller and reviews; natural language processing for opinion mining and text generation.","Requirements
At least two years relevant working experience;
Masters or PhD degree in computer science, operations research, statistics, mathematics, or equivalent fields;
Solid theoretical foundations and industry experiences in machine learning, natural language processing, personalized search & recommendation, user/seller behavior modeling, sales prediction, knowledge graph and representation, marketing algorithm, large scale data analysis/platforms;
Expertise in deep learning, reinforcement learning, explore & exploit algorithms, control theory is preferred;
Experience in machine learning libraries such as Tensorflow, Keras, Theano, etc;
Solid programming skills in SQL, Java, Python and Scala;
Passionate about technology, demonstrate ability to generate new ideas and innovations; excellent in self-learning, problem analyzing and solving; work independently, proactive, strong teamwork spirit;
Good interpersonal and communication skills, including the ability to describe the logic and implications of a complex model to stakeholders. ",https://www.mycareersfuture.sg/,deep learning,https://www.mycareersfuture.sg/job/manager-data-science-lazada-south-east-asia-de214af36885b557e2fe89813dfba5b4
